"component","regulator","date","condition","accelerated","withdrawn","first_in_class","note","context","stage_or_status","risk_stratification","demographics","ineligibility","prior_therapy","prior_therapy_negation","prior_therapy_setting","response_contingency","time_contingency","prior_biomarker","with","biomarker","biomarker_negation","study_yn","study","string","date_added"
"Enzalutamide","PMDA","2014-03-24","Prostate cancer",FALSE,FALSE,FALSE,"","Castrate-resistant","","","","","",NA,"","","","","","","",NA,"","2014-03-24: Initial approval for the treatment of castration-resistant <a href=""/wiki/Prostate_cancer"" title=""Prostate cancer"">prostate cancer</a>.","2023-06-16"
"Enzalutamide","PMDA","2020-05-29","Prostate cancer",FALSE,FALSE,FALSE,"","","Metastatic","","","","",NA,"","","","","","","",NA,"","2020-05-29: New indication for the treatment of metastatic <a href=""/wiki/Prostate_cancer"" title=""Prostate cancer"">prostate cancer</a>.","2023-06-16"
"Epcoritamab","EMA","2023-09-25","Diffuse large B-cell lymphoma",TRUE,FALSE,FALSE,"","","Relapsed or refractory","","adults","","2+ SACT",NA,"","","","","0","","",NA,"","2023-09-25: Granted conditional authorization at Tepkinly. Tepkinly as monotherapy is indicated for the treatment of adult patients with relapsed or refractory <a href=""/wiki/Diffuse_large_B-cell_lymphoma"" title=""Diffuse large B-cell lymphoma"">diffuse large B-cell lymphoma (DLBCL)</a> after two or more lines of systemic therapy.","2023-11-07"
"Epcoritamab","FDA","2023-05-19","Diffuse large B-cell lymphoma",TRUE,FALSE,FALSE,"","","Relapsed or refractory","","","","2+ SACT","FALSE","","","","","","","",TRUE,"EPCORE NHL-1","2023-05-19: Granted accelerated approval for relapsed or refractory <a href=""/wiki/Diffuse_large_B-cell_lymphoma"" title=""Diffuse large B-cell lymphoma"">diffuse large B-cell lymphoma (DLBCL) not otherwise specified</a>, including <a href=""/wiki/Transformed_lymphoma"" title=""Transformed lymphoma"">DLBCL arising from indolent lymphoma</a>, and <a href=""/wiki/High-grade_B-cell_lymphoma"" title=""High-grade B-cell lymphoma"">high-grade B-cell lymphoma</a> after two or more lines of systemic therapy. <i>(Based on EPCORE NHL-1)</i>","2023-05-20"
"Epcoritamab","FDA","2023-05-19","High-grade B-cell lymphoma",TRUE,FALSE,FALSE,"","","Relapsed or refractory","","","","2+ SACT","FALSE","","","","","","","",TRUE,"EPCORE NHL-1","2023-05-19: Granted accelerated approval for relapsed or refractory <a href=""/wiki/Diffuse_large_B-cell_lymphoma"" title=""Diffuse large B-cell lymphoma"">diffuse large B-cell lymphoma (DLBCL) not otherwise specified</a>, including <a href=""/wiki/Transformed_lymphoma"" title=""Transformed lymphoma"">DLBCL arising from indolent lymphoma</a>, and <a href=""/wiki/High-grade_B-cell_lymphoma"" title=""High-grade B-cell lymphoma"">high-grade B-cell lymphoma</a> after two or more lines of systemic therapy. <i>(Based on EPCORE NHL-1)</i>","2023-05-20"
"Epcoritamab","FDA","2023-05-19","Transformed lymphoma",TRUE,FALSE,FALSE,"","","Relapsed or refractory","","","","2+ SACT","FALSE","","","","","","","",TRUE,"EPCORE NHL-1","2023-05-19: Granted accelerated approval for relapsed or refractory <a href=""/wiki/Diffuse_large_B-cell_lymphoma"" title=""Diffuse large B-cell lymphoma"">diffuse large B-cell lymphoma (DLBCL) not otherwise specified</a>, including <a href=""/wiki/Transformed_lymphoma"" title=""Transformed lymphoma"">DLBCL arising from indolent lymphoma</a>, and <a href=""/wiki/High-grade_B-cell_lymphoma"" title=""High-grade B-cell lymphoma"">high-grade B-cell lymphoma</a> after two or more lines of systemic therapy. <i>(Based on EPCORE NHL-1)</i>","2023-05-20"
"Epcoritamab","FDA","2024-06-26","Follicular lymphoma",TRUE,FALSE,FALSE,"","","Relapsed or refractory","","adults","","2+",NA,"","","","","","","",TRUE,"EPCORE NHL-1_FL","2024-06-26: Granted accelerated approval for the treatment of adult patients with relapsed or refractory <a href=""/wiki/Follicular_lymphoma"" title=""Follicular lymphoma"">follicular lymphoma</a> who received at least 2 prior lines of therapy. <i>(Based on EPCORE NHL-1_FL)</i>","2024-09-06"
"Epcoritamab","PMDA","2023-09-25","Diffuse large B-cell lymphoma",FALSE,FALSE,FALSE,"","","Relapsed or refractory","","","","",NA,"","","","","","","",NA,"","2023-09-25: Newly indicated for the treatment of relapsed or refractory large B-cell lymphoma (<a href=""/wiki/Diffuse_large_B-cell_lymphoma"" title=""Diffuse large B-cell lymphoma"">diffuse large B-cell lymphoma</a>, <a href=""/wiki/High-grade_B-cell_lymphoma"" title=""High-grade B-cell lymphoma"">high-grade B-cell lymphoma</a>, and <a href=""/wiki/Primary_mediastinal_B-cell_lymphoma"" title=""Primary mediastinal B-cell lymphoma"">primary mediastinal large B-cell lymphoma</a>) or relapsed or refractory <a href=""/wiki/Follicular_lymphoma"" title=""Follicular lymphoma"">follicular lymphoma</a>.","2024-06-03"
"Epcoritamab","PMDA","2023-09-25","High-grade B-cell lymphoma",FALSE,FALSE,FALSE,"","","","","","","",NA,"","","","","","","",NA,"","2023-09-25: Newly indicated for the treatment of relapsed or refractory large B-cell lymphoma (<a href=""/wiki/Diffuse_large_B-cell_lymphoma"" title=""Diffuse large B-cell lymphoma"">diffuse large B-cell lymphoma</a>, <a href=""/wiki/High-grade_B-cell_lymphoma"" title=""High-grade B-cell lymphoma"">high-grade B-cell lymphoma</a>, and <a href=""/wiki/Primary_mediastinal_B-cell_lymphoma"" title=""Primary mediastinal B-cell lymphoma"">primary mediastinal large B-cell lymphoma</a>) or relapsed or refractory <a href=""/wiki/Follicular_lymphoma"" title=""Follicular lymphoma"">follicular lymphoma</a>.","2024-06-03"
"Epcoritamab","PMDA","2023-09-25","Primary mediastinal B-cell lymphoma",FALSE,FALSE,FALSE,"","","","","","","",NA,"","","","","","","",NA,"","2023-09-25: Newly indicated for the treatment of relapsed or refractory large B-cell lymphoma (<a href=""/wiki/Diffuse_large_B-cell_lymphoma"" title=""Diffuse large B-cell lymphoma"">diffuse large B-cell lymphoma</a>, <a href=""/wiki/High-grade_B-cell_lymphoma"" title=""High-grade B-cell lymphoma"">high-grade B-cell lymphoma</a>, and <a href=""/wiki/Primary_mediastinal_B-cell_lymphoma"" title=""Primary mediastinal B-cell lymphoma"">primary mediastinal large B-cell lymphoma</a>) or relapsed or refractory <a href=""/wiki/Follicular_lymphoma"" title=""Follicular lymphoma"">follicular lymphoma</a>.","2024-06-03"
"Epcoritamab","PMDA","2023-09-25","Follicular lymphoma",FALSE,FALSE,FALSE,"","","Relapsed or refractory","","","","",NA,"","","","","","","",NA,"","2023-09-25: Newly indicated for the treatment of relapsed or refractory large B-cell lymphoma (<a href=""/wiki/Diffuse_large_B-cell_lymphoma"" title=""Diffuse large B-cell lymphoma"">diffuse large B-cell lymphoma</a>, <a href=""/wiki/High-grade_B-cell_lymphoma"" title=""High-grade B-cell lymphoma"">high-grade B-cell lymphoma</a>, and <a href=""/wiki/Primary_mediastinal_B-cell_lymphoma"" title=""Primary mediastinal B-cell lymphoma"">primary mediastinal large B-cell lymphoma</a>) or relapsed or refractory <a href=""/wiki/Follicular_lymphoma"" title=""Follicular lymphoma"">follicular lymphoma</a>.","2024-06-03"
"Epinephrine autoinjector","","","",FALSE,FALSE,NA,"No changes in FDA indication section","","","","","","",NA,"","","","","","","",NA,"","","2022-09-05"
"Epirubicin","EMA","1982-06-28","NONE",FALSE,FALSE,FALSE,"No linked condition","","","","","","",NA,"","","","","","","",NA,"","1982-06-28: EURD","2023-07-31"
"Epirubicin","FDA","1999-09-15","Breast cancer",FALSE,FALSE,FALSE,"","Adjuvant","Axillary lymph node involvement","","","","Surgery","FALSE","","","","","","","",TRUE,"FASG 05","1999-09-15: Initial approval as a component of adjuvant therapy in patients with evidence of axillary node tumor involvement following resection of primary <a href=""/wiki/Breast_cancer"" title=""Breast cancer"">breast cancer</a>. <i>(Based on FASG 05 and NCIC-CTG MA.5)</i>","2022-09-05"
"Epirubicin","FDA","1999-09-15","Breast cancer",FALSE,FALSE,FALSE,"","Adjuvant","Axillary lymph node involvement","","","","Surgery","FALSE","","","","","","","",TRUE,"NCIC-CTG MA.5","1999-09-15: Initial approval as a component of adjuvant therapy in patients with evidence of axillary node tumor involvement following resection of primary <a href=""/wiki/Breast_cancer"" title=""Breast cancer"">breast cancer</a>. <i>(Based on FASG 05 and NCIC-CTG MA.5)</i>","2022-09-05"
"Epoetin alfa","FDA","1989-06-01","NONE",FALSE,FALSE,TRUE,"","","","","","","",NA,"","","","","","","",NA,"","1989-06-01: Initial FDA approval","2022-09-05"
"Epoetin alfa-epbx","FDA","2018-05-15","Anemia",FALSE,FALSE,FALSE,"","","","","","","",NA,"","","","","","","",NA,"","2018-05-15: FDA approved ""for the treatment of anemia due to chronic kidney disease (CKD) in patients on dialysis and not on dialysis, use of zidovudine in patients with HIV infection, and the effects of concomitant myelosuppressive chemotherapy. It is also approved for the reduction of allogeneic red blood cell transfusions in patients undergoing elective, noncardiac, nonvascular surgery.""","2022-09-05"
"Epoetin beta","","","",FALSE,FALSE,NA,"No record of FDA approval","","","","","","",NA,"","","","","","","",NA,"","","2022-09-05"
"Eptifibatide","","","",FALSE,FALSE,NA,"No changes in FDA indication section","","","","","","",NA,"","","","","","","",NA,"","","2022-09-05"
"Erdafitinib","FDA","2019-04-12","Urothelial carcinoma",TRUE,FALSE,TRUE,"","","Locally advanced OR Metastatic","","adults","","1+, including Platinum-based regimen","FALSE","","","","","","FGFR2 mutation|FGFR3 mutation","FALSE",TRUE,"BLC2001","2019-04-12: <a target=""_blank"" rel=""noreferrer noopener"" class=""external text"" href=""https://www.fda.gov/news-events/press-announcements/fda-approves-first-targeted-therapy-metastatic-bladder-cancer"">Accelerated FDA approval</a> for adult patients with locally advanced or metastatic <a href=""/wiki/Urothelial_carcinoma"" title=""Urothelial carcinoma"">urothelial carcinoma</a> that has susceptible <a href=""/wiki/Biomarkers#FGFR3"" title=""Biomarkers"">FGFR3</a> or <a href=""/wiki/Biomarkers#FGFR2"" title=""Biomarkers"">FGFR2</a> <a href=""/wiki/Biomarkers#Alterations"" title=""Biomarkers"">genetic alterations</a> and progressed during or following at least one line of prior <a href=""/wiki/Regimen_classes#Platinum-based_regimen"" title=""Regimen classes"">platinum-containing chemotherapy</a> including within 12 months of neoadjuvant or adjuvant platinum-containing chemotherapy. <i>(Based on BLC2001)</i>","2022-09-05"
"Erdafitinib","FDA","2023-01-19","Urothelial carcinoma",FALSE,FALSE,FALSE,"","","Locally advanced OR Metastatic","","adults","","1+ SACT",NA,"","progression","","","","Susceptible FGFR3 mutations","",TRUE,"THOR cohort 1","2023-01-19: Approved for adult patients with locally advanced or metastatic <a href=""/wiki/Urothelial_carcinoma"" title=""Urothelial carcinoma"">urothelial carcinoma</a> (mUC) with susceptible FGFR3 genetic alterations, as determined by an FDA-approved companion diagnostic test, whose disease has progressed on or after at least one line of prior systemic therapy. Erdafitinib is not recommended for the treatment of patients who are eligible for and have not received prior PD-1 or PD-L1 inhibitor therapy. <i>(Based on THOR cohort 1)</i>","2024-02-01"
"Erdafitinib","HC","2019-10-25","Urothelial carcinoma",TRUE,FALSE,FALSE,"","","Locally advanced OR Metastatic","","adults","","1+ Chemotherapy","FALSE","","progression","","","","FGFR2 mutation|FGFR3 mutation","FALSE",NA,"","2019-10-25: Initial notice of compliance with conditions for the treatment of adult patients with locally advanced or metastatic <a href=""/wiki/Urothelial_carcinoma"" title=""Urothelial carcinoma"">urothelial carcinoma (UC)</a> whose tumors have susceptible fibroblast growth factor receptor (FGFR)2 or FGFR3 genetic alterations and who have disease progression during or following at least one line of prior chemotherapy, including within 12 months of neoadjuvant or adjuvant chemotherapy.","2023-05-08"
"Eribulin","EMA","2011-03-17","NONE",FALSE,FALSE,FALSE,"No linked condition","","","","","","",NA,"","","","","","","",NA,"","2011-03-17: Initial marketing authorization as Halaven.","2023-05-08"
"Eribulin","EMA","Uncertain date","Breast cancer",FALSE,FALSE,FALSE,"To be dissected","","","","","","","","","","","","","","",NA,"","Uncertain date: Indicated for the treatment of adult patients with locally advanced or metastatic <a href=""/wiki/Breast_cancer"" title=""Breast cancer"">breast cancer</a> who have progressed after at least one chemotherapeutic regimen for advanced disease. Prior therapy should have included an anthracycline and a taxane in either the adjuvant or metastatic setting unless patients were not suitable for these treatments.","2024-12-02"
"Eribulin","EMA","Uncertain date","Liposarcoma",FALSE,FALSE,FALSE,"To be dissected","","","","","","","","","","","","","","",NA,"","Uncertain date: Indicated for the treatment of adult patients with unresectable <a href=""/wiki/Liposarcoma"" title=""Liposarcoma"">liposarcoma</a> who have received prior anthracycline containing therapy (unless unsuitable) for advanced or metastatic disease.","2024-12-02"
"Eribulin","FDA","2010-11-15","Breast cancer",FALSE,FALSE,TRUE,"","","Metastatic","","","","2+ SACT, including Anthracycline-based regimen AND Taxane-based regimen","FALSE","Metastatic","","","","","","",TRUE,"EMBRACE","2010-11-15: Initial approval for the treatment of patients with metastatic <a href=""/wiki/Breast_cancer"" title=""Breast cancer""> breast cancer</a> who have previously received at least two chemotherapeutic regimens for the treatment of metastatic disease. Prior therapy should have included an <a href=""/wiki/Regimen_classes#Anthracycline-based_regimen"" title=""Regimen classes"">anthracycline</a> and a <a href=""/wiki/Regimen_classes#Taxane-based_regimen"" title=""Regimen classes"">taxane</a> in either the adjuvant or metastatic setting. <i>(Based on EMBRACE)</i>","2022-09-05"
"Eribulin","FDA","2016-01-28","Liposarcoma",FALSE,FALSE,FALSE,"","","Unresectable OR Metastatic","","","","Anthracycline-based regimen","FALSE","","","","","","","",TRUE,"E7389-G000-309","2016-01-28: <a target=""_blank"" rel=""noreferrer noopener"" class=""external text"" href=""https://www.fda.gov/Drugs/InformationOnDrugs/ApprovedDrugs/ucm483795.htm"">Approved</a> for the treatment of patients with unresectable or metastatic <a href=""/wiki/Liposarcoma"" title=""Liposarcoma"">liposarcoma</a> who have received a prior <a href=""/wiki/Regimen_classes#Anthracycline-based_regimen"" title=""Regimen classes"">anthracycline-containing regimen</a>. <i>(Based on E7389-G000-309)</i>","2022-09-05"
"Eribulin","HC","2011-12-14","Breast cancer",FALSE,FALSE,FALSE,"","","Metastatic","","","","2+ SACT, including Anthracycline-based regimen AND Taxane-based regimen","FALSE","Metastatic","","","","","","",NA,"","2011-12-14: Initial notice of compliance for the treatment of patients with metastatic <a href=""/wiki/Breast_cancer"" title=""Breast cancer"">breast cancer</a> who have previously received at least two chemotherapeutic regimens for the treatment of metastatic disease. Prior therapy should have included an anthracycline and a taxane administered in either the adjuvant or metastatic setting.","2023-05-20"
"Eribulin","HC","2017-08-04","Liposarcoma",FALSE,FALSE,FALSE,"","","Unresectable advanced OR Metastatic","","adults","","Anthracycline-based regimen, unless not clinically appropriate","FALSE","","","","","","","",NA,"","2017-08-04: New indication for the treatment of adult patients with an unresectable advanced or metastatic <a href=""/wiki/Liposarcoma"" title=""Liposarcoma"">liposarcoma</a> subtype of soft tissue sarcoma. Prior therapy should have included an anthracycline-containing regimen, unless not clinically appropriate.","2023-05-20"
"Eribulin","PMDA","2011-04-22","Breast cancer",FALSE,FALSE,FALSE,"","","Inoperable OR Recurrent","","","","",NA,"","","","","","","",NA,"","2011-04-22: Initial approval for the treatment of inoperable or recurrent <a href=""/wiki/Breast_cancer"" title=""Breast cancer"">breast cancer</a>.","2023-06-16"
